219.7;111 70 25 6088 15062 2335
1000.0;4 11 137 13737 15528 3940
197.10500000000002;146 74 182 6493 3173 1211
832.7175;124 164 175 9874 13822 11513
303.4;155 99 59 5252 6186 8387
1000.0;111 161 76 3720 2990 11400
1000.0;33 184 38 5922 5400 13230
826.6800000000001;137 143 170 15545 7974 2670
230.675;171 42 0 6153 13305 10247
283.21000000000004;59 169 91 1055 13541 11134
