32; 213,37250;data;76 ;83 ;111 ;2027 ;7034;var;0,09254; 0,16412; 0,06635; 12,04039; 1,80711; ;eval;149,23000;183,12000;166,96000;354,18000;
33; 213,37250;data;76 ;83 ;111 ;2027 ;7034;var;0,07588; 0,13458; 0,05441; 9,87312; 1,48183; ;eval;149,23000;183,12000;166,96000;354,18000;
34; 213,37250;data;76 ;83 ;111 ;2027 ;7034;var;0,06222; 0,11036; 0,04461; 8,09596; 1,21510; ;eval;149,23000;183,12000;166,96000;354,18000;
35; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,05102; 0,09049; 0,03658; 6,63869; 0,99638; ;eval;149,22000;183,12000;166,96000;354,18000;
36; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,04184; 0,07420; 0,03000; 5,44372; 0,81703; ;eval;149,22000;183,12000;166,96000;354,18000;
37; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,03431; 0,06085; 0,02460; 4,46385; 0,66997; ;eval;149,22000;183,12000;166,96000;354,18000;
38; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,02813; 0,04989; 0,02017; 3,66036; 0,54937; ;eval;149,22000;183,12000;166,96000;354,18000;
39; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,02307; 0,04091; 0,01654; 3,00149; 0,45049; ;eval;149,22000;183,12000;166,96000;354,18000;
40; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,01892; 0,03355; 0,01356; 2,46123; 0,36940; ;eval;149,22000;183,12000;166,96000;354,18000;
41; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,01551; 0,02751; 0,01112; 2,01820; 0,30291; ;eval;149,22000;183,12000;166,96000;354,18000;
42; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,01272; 0,02256; 0,00912; 1,65493; 0,24838; ;eval;149,22000;183,12000;166,96000;354,18000;
43; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,01043; 0,01850; 0,00748; 1,35704; 0,20367; ;eval;149,22000;183,12000;166,96000;354,18000;
44; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,00855; 0,01517; 0,00613; 1,11277; 0,16701; ;eval;149,22000;183,12000;166,96000;354,18000;
45; 213,37000;data;76 ;83 ;111 ;2033 ;7033;var;0,00701; 0,01244; 0,00503; 0,91247; 0,13695; ;eval;149,22000;183,12000;166,96000;354,18000;
