0; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;75,00000; 89,00000; 19,00000; 25,00000; 1520,00000; 3206,00000; 8218,00000; 9035,00000; 1749,00000; 61,00000; 61,00000; 95,00000; 10,00000; 32,00000; 25,00000; 61,00000; 18,00000; 92,00000; 47,00000; 79,00000; 25,00000; 31,00000; 46,00000; 12,00000; 91,00000; 73,00000; 79,00000; 35,00000; 19,00000; 90,00000; 19,00000; 82,00000; 27,00000; 15,00000; 63,00000; 40,00000; 53,00000; 65,00000; 53,00000; 25,00000; 98,00000; 79,00000; 95,00000; 77,00000; 91,00000; 32,00000; 27,00000; 37,00000; 84,00000; 42,00000; 56,00000; 38,00000; 80,00000; 13,00000; 23,00000; 60,00000; 54,00000; 74,00000; 88,00000; 81,00000; 16,00000; 69,00000; 76,00000; 95,00000; 18,00000; 80,00000; 89,00000; 56,00000; 32,00000; 25,00000; 48,00000; 60,00000; 37,00000; 58,00000; 77,00000; 94,00000; 100,00000; 27,00000; 87,00000; 
1; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;61,50000; 72,98000; 15,58000; 20,50000; 1246,40000; 2628,92000; 6738,76000; 7408,70000; 1434,18000; 50,02000; 50,02000; 77,90000; 8,20000; 26,24000; 20,50000; 50,02000; 14,76000; 75,44000; 38,54000; 64,78000; 20,50000; 25,42000; 37,72000; 9,84000; 74,62000; 59,86000; 64,78000; 28,70000; 15,58000; 73,80000; 15,58000; 67,24000; 22,14000; 12,30000; 51,66000; 32,80000; 43,46000; 53,30000; 43,46000; 20,50000; 80,36000; 64,78000; 77,90000; 63,14000; 74,62000; 26,24000; 22,14000; 30,34000; 68,88000; 34,44000; 45,92000; 31,16000; 65,60000; 10,66000; 18,86000; 49,20000; 44,28000; 60,68000; 72,16000; 66,42000; 13,12000; 56,58000; 62,32000; 77,90000; 14,76000; 65,60000; 72,98000; 45,92000; 26,24000; 20,50000; 39,36000; 49,20000; 30,34000; 47,56000; 63,14000; 77,08000; 82,00000; 22,14000; 71,34000; 
2; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;50,43000; 59,84360; 12,77560; 16,81000; 1022,04800; 2155,71440; 5525,78320; 6075,13400; 1176,02760; 41,01640; 41,01640; 63,87800; 6,72400; 21,51680; 16,81000; 41,01640; 12,10320; 61,86080; 31,60280; 53,11960; 16,81000; 20,84440; 30,93040; 8,06880; 61,18840; 49,08520; 53,11960; 23,53400; 12,77560; 60,51600; 12,77560; 55,13680; 18,15480; 10,08600; 42,36120; 26,89600; 35,63720; 43,70600; 35,63720; 16,81000; 65,89520; 53,11960; 63,87800; 51,77480; 61,18840; 21,51680; 18,15480; 24,87880; 56,48160; 28,24080; 37,65440; 25,55120; 53,79200; 8,74120; 15,46520; 40,34400; 36,30960; 49,75760; 59,17120; 54,46440; 10,75840; 46,39560; 51,10240; 63,87800; 12,10320; 53,79200; 59,84360; 37,65440; 21,51680; 16,81000; 32,27520; 40,34400; 24,87880; 38,99920; 51,77480; 63,20560; 67,24000; 18,15480; 58,49880; 
3; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;41,35260; 49,07175; 10,47599; 13,78420; 838,07936; 1767,68581; 4531,14222; 4981,60988; 964,34263; 33,63345; 33,63345; 52,37996; 5,51368; 17,64378; 13,78420; 33,63345; 9,92462; 50,72586; 25,91430; 43,55807; 13,78420; 17,09241; 25,36293; 6,61642; 50,17449; 40,24986; 43,55807; 19,29788; 10,47599; 49,62312; 10,47599; 45,21218; 14,88694; 8,27052; 34,73618; 22,05472; 29,22250; 35,83892; 29,22250; 13,78420; 54,03406; 43,55807; 52,37996; 42,45534; 50,17449; 17,64378; 14,88694; 20,40062; 46,31491; 23,15746; 30,87661; 20,95198; 44,10944; 7,16778; 12,68146; 33,08208; 29,77387; 40,80123; 48,52038; 44,66081; 8,82189; 38,04439; 41,90397; 52,37996; 9,92462; 44,10944; 49,07175; 30,87661; 17,64378; 13,78420; 26,46566; 33,08208; 20,40062; 31,97934; 42,45534; 51,82859; 55,13680; 14,88694; 47,96902; 
4; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;33,90913; 40,23884; 8,59031; 11,30304; 687,22508; 1449,50236; 3715,53662; 4084,92010; 790,76096; 27,57943; 27,57943; 42,95157; 4,52122; 14,46790; 11,30304; 27,57943; 8,13819; 41,59520; 21,24972; 35,71762; 11,30304; 14,01577; 20,79760; 5,42546; 41,14308; 33,00489; 35,71762; 15,82426; 8,59031; 40,69096; 8,59031; 37,07398; 12,20729; 6,78183; 28,48367; 18,08487; 23,96245; 29,38791; 23,96245; 11,30304; 44,30793; 35,71762; 42,95157; 34,81338; 41,14308; 14,46790; 12,20729; 16,72851; 37,97823; 18,98911; 25,31882; 17,18063; 36,16974; 5,87758; 10,39880; 27,12731; 24,41458; 33,45701; 39,78671; 36,62186; 7,23395; 31,19640; 34,36125; 42,95157; 8,13819; 36,16974; 40,23884; 25,31882; 14,46790; 11,30304; 21,70184; 27,12731; 16,72851; 26,22306; 34,81338; 42,49945; 45,21218; 12,20729; 39,33459; 
5; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;27,80549; 32,99585; 7,04406; 9,26850; 563,52456; 1188,59194; 3046,74003; 3349,63448; 648,42399; 22,61513; 22,61513; 35,22029; 3,70740; 11,86367; 9,26850; 22,61513; 6,67332; 34,10807; 17,42477; 29,28845; 9,26850; 11,49294; 17,05403; 4,44888; 33,73733; 27,06401; 29,28845; 12,97589; 7,04406; 33,36659; 7,04406; 30,40067; 10,00998; 5,56110; 23,35661; 14,82959; 19,64921; 24,09809; 19,64921; 9,26850; 36,33250; 29,28845; 35,22029; 28,54697; 33,73733; 11,86367; 10,00998; 13,71737; 31,14215; 15,57107; 20,76143; 14,08811; 29,65919; 4,81962; 8,52702; 22,24439; 20,01995; 27,43475; 32,62511; 30,02993; 5,93184; 25,58105; 28,17623; 35,22029; 6,67332; 29,65919; 32,99585; 20,76143; 11,86367; 9,26850; 17,79551; 22,24439; 13,71737; 21,50291; 28,54697; 34,84955; 37,07398; 10,00998; 32,25437; 
6; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;22,80050; 27,05659; 5,77613; 7,60017; 462,09014; 974,64539; 2498,32683; 2746,70028; 531,70767; 18,54441; 18,54441; 28,88063; 3,04007; 9,72821; 7,60017; 18,54441; 5,47212; 27,96861; 14,28831; 24,01653; 7,60017; 9,42421; 13,98431; 3,64808; 27,66461; 22,19249; 24,01653; 10,64023; 5,77613; 27,36060; 5,77613; 24,92855; 8,20818; 4,56010; 19,15242; 12,16027; 16,11235; 19,76043; 16,11235; 7,60017; 29,79265; 24,01653; 28,88063; 23,40851; 27,66461; 9,72821; 8,20818; 11,24825; 25,53656; 12,76828; 17,02437; 11,55225; 24,32053; 3,95209; 6,99215; 18,24040; 16,41636; 22,49649; 26,75259; 24,62454; 4,86411; 20,97646; 23,10451; 28,88063; 5,47212; 24,32053; 27,05659; 17,02437; 9,72821; 7,60017; 14,59232; 18,24040; 11,24825; 17,63239; 23,40851; 28,57663; 30,40067; 8,20818; 26,44858; 
7; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;18,69641; 22,18641; 4,73642; 6,23214; 378,91392; 799,20922; 2048,62800; 2252,29423; 436,00029; 15,20641; 15,20641; 23,68212; 2,49285; 7,97714; 6,23214; 15,20641; 4,48714; 22,93426; 11,71642; 19,69355; 6,23214; 7,72785; 11,46713; 2,99143; 22,68498; 18,19784; 19,69355; 8,72499; 4,73642; 22,43569; 4,73642; 20,44141; 6,73071; 3,73928; 15,70498; 9,97142; 13,21213; 16,20356; 13,21213; 6,23214; 24,42998; 19,69355; 23,68212; 19,19498; 22,68498; 7,97714; 6,73071; 9,22356; 20,93998; 10,46999; 13,95999; 9,47285; 19,94284; 3,24071; 5,73357; 14,95713; 13,46142; 18,44712; 21,93712; 20,19212; 3,98857; 17,20070; 18,94570; 23,68212; 4,48714; 19,94284; 22,18641; 13,95999; 7,97714; 6,23214; 11,96570; 14,95713; 9,22356; 14,45856; 19,19498; 23,43283; 24,92855; 6,73071; 21,68784; 
8; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;15,33106; 18,19285; 3,88387; 5,11035; 310,70941; 655,35156; 1679,87496; 1846,88127; 357,52024; 12,46926; 12,46926; 19,41934; 2,04414; 6,54125; 5,11035; 12,46926; 3,67945; 18,80610; 9,60746; 16,14871; 5,11035; 6,33684; 9,40305; 2,45297; 18,60168; 14,92223; 16,14871; 7,15449; 3,88387; 18,39727; 3,88387; 16,76196; 5,51918; 3,06621; 12,87809; 8,17656; 10,83395; 13,28692; 10,83395; 5,11035; 20,03258; 16,14871; 19,41934; 15,73988; 18,60168; 6,54125; 5,51918; 7,56332; 17,17078; 8,58539; 11,44719; 7,76774; 16,35313; 2,65738; 4,70152; 12,26485; 11,03836; 15,12664; 17,98844; 16,55754; 3,27063; 14,10457; 15,53547; 19,41934; 3,67945; 16,35313; 18,19285; 11,44719; 6,54125; 5,11035; 9,81188; 12,26485; 7,56332; 11,85602; 15,73988; 19,21492; 20,44141; 5,51918; 17,78403; 
9; 396,10500;eval;377,96000;456,51000;218,75000;445,59000;458,85000;418,97000;;data;84 ;58 ;9679 ;10945 ;458 ;457 ;10668 ;121 ;147 ;136 ;140 ;128 ;177 ;81 ;135 ;90 ;70 ;71 ;126 ;121 ;161 ;109 ;134 ;68 ;85 ;143 ;86 ;175 ;136 ;119 ;98 ;23 ;82 ;121 ;115 ;-54 ;96 ;173 ;42 ;78 ;55 ;81 ;20 ;153 ;32 ;77 ;25 ;47 ;59 ;145 ;144 ;96 ;44 ;97 ;34 ;92 ;135 ;17 ;113 ;98 ;103 ;47 ;92 ;136 ;108 ;20 ;184 ;92 ;74 ;95 ;84 ;116 ;59 ;76 ;91 ;147 ;147 ;44 ;42 ;var;12,57147; 14,91814; 3,18477; 4,19049; 254,78172; 537,38828; 1377,49747; 1514,44264; 293,16659; 10,22479; 10,22479; 15,92386; 1,67620; 5,36383; 4,19049; 10,22479; 3,01715; 15,42100; 7,87812; 13,24194; 4,19049; 5,19621; 7,71050; 2,01143; 15,25338; 12,23623; 13,24194; 5,86668; 3,18477; 15,08576; 3,18477; 13,74480; 4,52573; 2,51429; 10,56003; 6,70478; 8,88384; 10,89527; 8,88384; 4,19049; 16,42672; 13,24194; 15,92386; 12,90671; 15,25338; 5,36383; 4,52573; 6,20192; 14,08004; 7,04002; 9,38669; 6,36954; 13,40956; 2,17905; 3,85525; 10,05717; 9,05146; 12,40385; 14,75052; 13,57718; 2,68191; 11,56575; 12,73909; 15,92386; 3,01715; 13,40956; 14,91814; 9,38669; 5,36383; 4,19049; 8,04574; 10,05717; 6,20192; 9,72193; 12,90671; 15,75624; 16,76196; 4,52573; 14,58290; 
